,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
240,Marco Capuano Crotone,31, D(CL),,16,1407,-,0.1,37.5,81.3,-,1.8,-,6.67
241,Molla Wagué Udinese,31, D(C),,1,58,-,-,28.0,85.7,-,2,-,6.67
242,Wallace Lazio,28, D(C),,12(1),997,-,0.2,43.3,86.0,0.1,3.5,-,6.67
243,Nenad Tomovic Chievo,35, D(CLR),,26(1),2303,-,-,36.5,83.0,0.1,2.8,-,6.67
244,Sebastien De Maio Bologna,35, D(C),,22(4),2051,-,0.2,41.7,81.7,-,3.9,-,6.67
245,Emanuele Giaccherini Chievo,37, M(CLR),,11(2),911,3,1.2,30.2,78.1,0.4,1.3,-,6.66
246,Cheick Diabaté Benevento,34, FW,,7(4),663,-,0.2,10.5,73.9,-,0.3,-,6.66
247,Simy Crotone,30, FW,,11(12),1211,1,0.7,13.6,65.5,-,-,-,6.66
248,Bruno Petkovic Verona,28, FW,,10(6),923,2,0.8,16.1,66.1,0.1,0.7,0.1,6.66
249,Andrea Petagna Atalanta,27, FW,,22(7),1633,5,1,17.1,73.7,0.2,0.9,0.1,6.66
250,Federico Peluso Sassuolo,38, D(CL),M(L),28(3),2574,1,0.4,28.9,71.8,0.4,2.1,-,6.66
251,Marcello Trotta Crotone,30, AM(R),FW,27(7),2271,4,0.8,21.0,70.3,0.1,0.9,-,6.65
252,Rogerio Sassuolo,24, D(L),M(L),10(3),909,-,0.6,27.4,73.0,0.6,2.8,-,6.65
253,Fabrizio Cacciatore Chievo,36, D(LR),,32(1),2870,3,1.1,47.2,77.7,1,2.8,-,6.65
254,Alessio Cragno Cagliari,28, GK,,29,2538,-,-,23.3,58.0,-,8.2,-,6.65
255,Francesco Vicari SPAL 2013,28, D(C),,34,2855,1,0.1,34.1,87.3,-,3.6,-,6.65
256,João Mário Inter,29, M(CLR),,5(9),548,3,1.2,24.9,89.4,0.8,0.3,0.1,6.65
257,Bruno Zuculini Verona,29, DMC,,15(1),1218,-,0.1,39.4,81.9,-,2.3,-,6.65
258,Gil Dias Fiorentina,26, D(L),M(LR),9(18),1181,2,0.8,16.6,79.7,-,0.4,-,6.64
259,Mattia Bani Chievo,28, D(C),,15(1),1317,-,-,38.7,83.4,-,3.8,-,6.64
260,Vid Belec Sampdoria,32, GK,,2,180,-,-,38.0,76.3,-,4.5,-,6.64
261,Andrea Barberis Crotone,28, M(C),,34(4),3018,1,0.9,27.4,74.9,0.7,1.0,-,6.64
262,Claud Adjapong Sassuolo,24, D(R),M(LR),14(2),1221,1,0.7,26.1,73.4,0.1,0.8,0.1,6.64
263,Davide Santon Inter,31, D(LR),,9(6),836,-,0.1,31.1,83.7,0.1,2.2,-,6.64
264,Fabio Pisacane Cagliari,36, D(CLR),,22(2),1933,-,0.1,42.4,81.6,0.1,4.2,-,6.63
265,Pepe Reina Napoli,40, GK,,37,3330,-,0.1,27.2,80.6,-,6.1,-,6.63
266,Ivan Strinic Sampdoria,35, D(L),,16(1),1254,2,0.2,40.2,82.3,0.4,1.7,-,6.63
267,Mohamed Fares Verona,26, D(L),M(L),29(1),2605,1,0.6,31.2,68.6,0.3,1.9,-,6.63
268,Luca Antei Benevento,30, D(C),,8,593,-,-,44.9,87.2,-,2.6,-,6.63
269,Nikola Kalinic AC Milan,34, FW,,20(11),1813,3,1.2,12.1,80.1,-,0.2,-,6.63
270,Pasquale Schiattarella SPAL 2013,35, DMC,M(R),22(9),1990,4,1.4,36.5,81.4,0.4,2.0,0.1,6.63
271,Nicola Murru Sampdoria,27, D(L),M(L),16(4),1448,2,0.6,31.4,80.7,0.6,1.9,-,6.63
272,Giancarlo González Bologna,34, D(C),,22,1858,-,-,44.1,80.6,-,4.4,-,6.63
273,Marcel Büchel Verona,31, DMC,,20(3),1702,-,0.5,36.0,77.5,0.3,2.4,-,6.62
274,Marco Andreolli Cagliari,36, D(C),,20(3),1827,-,0.1,37.1,81.0,-,4.0,-,6.62
275,Andrea Consigli Sassuolo,35, GK,,37,3317,-,-,25.1,62.6,-,8.7,-,6.62
276,Domenico Berardi Sassuolo,28, AM(R),FW,29(2),2310,2,1.7,27.6,71.0,0.9,1.0,0.2,6.62
277,Andrea Barzagli Juventus,41, D(CR),,14(11),1433,1,0.2,48.8,92.3,0.1,4.0,-,6.62
278,Gian Marco Ferrari Sampdoria,30, D(C),,29(1),2644,-,0.1,56.6,88.3,-,4.5,-,6.61
279,Arlind Ajeti Crotone,29, D(C),,15(6),1269,1,0.2,17.2,78.1,-,1.4,-,6.61
280,Yuto Nagatomo Inter,36, D(LR),M(LR),9(2),793,-,0.7,26.8,78.6,0.3,1.3,-,6.61
281,Mattia Destro Bologna,31, FW,,19(7),1620,3,0.5,11.3,65.2,-,0.2,-,6.61
282,Antonio Mirante Bologna,39, GK,,33,2970,-,-,33.9,66.8,-,11.9,-,6.61
283,Enrico Brignola Benevento,23, AM(CR),,16(2),1354,2,1.1,25.4,82.3,0.1,0.6,0.1,6.61
284,Luca Rigoni Genoa,37, M(CR),,19(4),1581,2,0.6,23.0,81.4,0.3,1.3,0.1,6.61
285,Ahmad Benali Crotone,30, AM(CR),,10,813,1,0.8,37.9,79.4,0.1,0.9,0.2,6.6
286,Patrick Cutrone AC Milan,24, FW,,17(11),1512,2,0.5,11.4,79.0,-,-,-,6.6
287,Alessio Cerci Verona,35, M(R),FW,22(2),1650,2,1.1,16.8,70.8,0.5,0.7,0.1,6.6
288,Fabio Borini AC Milan,31, M(CLR),FW,19(10),1612,3,0.5,24.2,81.0,0.4,1.5,-,6.59
289,João Pedro Cagliari,30, AM(CLR),FW,19(3),1664,1,0.8,21.7,71.9,0.2,1.2,0.1,6.59
