,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
44,Florian Tardieu Troyes,30, M(C),,29(1),2631,1.9,1.4,0.6,0.1,1.2,1.3,0.3,-,6.98
45,Marshall Munetsi Reims,26, D(C),DMC,20(4),1886,1.4,1.8,1.6,-,2.9,0.9,0.5,-,6.95
46,Adrien Thomasson Strasbourg,28, M(CLR),,27(4),2397,2.1,0.9,1.1,-,0.5,2.0,0.1,-,6.94
47,Seko Fofana Lens,27, M(C),,38,3364,0.7,0.7,0.7,-,0.4,1.2,0.1,-,6.94
48,Abdoulaye Bakayoko Saint-Etienne,19, Defender,,4,309,3.8,2.8,1.8,1.8,4.0,1.0,1,-,6.94
49,Simon Banza Lens,26, FW,,1(3),123,0.5,0.3,0.8,-,0.5,0.5,-,-,6.94
50,Ludovic Blas Nantes,24, M(CLR),FW,35,2978,0.9,0.9,1.3,-,0.1,0.8,0.1,-,6.94
51,Cheick Oumar Doucouré Lens,22, DMC,,33(1),2948,2.2,2,1.2,-,0.7,1.3,0.2,-,6.94
52,Abdou Diallo PSG,26, D(CL),,10(2),877,1.8,0.8,1,0.3,1.1,0.5,0.2,-,6.93
53,Houssem Aouar Lyon,24, M(CL),,29(7),2508,1.3,0.6,0.8,-,0.1,0.8,-,-,6.93
54,Jonas Omlin Montpellier,28, GK,,29,2589,0.1,-,-,-,0.7,-,-,1,6.93
55,Danilo Pereira PSG,30, D(C),DMC,22(5),2039,1.2,1.4,0.8,0.2,1.0,0.5,0.4,-,6.93
56,Achraf Hakimi PSG,23, D(LR),M(R),28(4),2486,2.3,0.9,0.6,0.3,0.6,1,0.2,-,6.93
57,Fabien Centonze Metz,26, D(R),M(R),18(1),1587,1.7,1.7,0.8,0.1,2.4,1,0.4,-,6.92
58,Emerson Lyon,28, D(L),M(L),26(3),2267,1.6,0.9,0.5,0.2,2.1,0.4,0.3,-,6.91
59,Boubacar Kamara Marseille,22, D(CL),DMC,31(3),2779,2.0,1.4,1.2,0.5,1.2,0.6,0.3,-,6.91
60,Sofiane Diop Monaco,22, AM(CLR),,24(6),1959,1.3,0.8,0.9,-,0.1,1.1,-,-,6.9
61,Flavien Tait Rennes,29, M(CLR),,24(4),2131,1,0.7,1.1,-,0.3,1,0.1,-,6.9
62,Steve Mounié Brest,27, FW,,25(10),2313,0.5,0.2,1.2,-,0.3,0.7,-,-,6.89
63,Sergio Rico PSG,28, GK,,0(1),22,-,-,-,-,1.0,-,-,-,6.89
64,Melvin Bard Nice,21, D(L),,30(3),2593,1.8,1.5,0.6,0.2,1.3,0.7,0.3,-,6.89
65,Gerson Marseille,25, M(CLR),,29(6),2553,1.2,0.5,1.3,0.1,0.4,0.8,0.1,-,6.89
66,Nayef Aguerd Rennes,26, D(C),,31,2738,0.9,0.8,0.6,0.5,4.0,0.3,0.5,-,6.88
67,Dénis Bouanga Saint-Etienne,27, M(CLR),FW,28(6),2449,1.4,0.2,1.5,-,1.0,1.2,-,-,6.88
68,William Saliba Marseille,21, D(C),,36,3240,1.5,1.3,0.5,0.9,2.2,0.2,0.4,-,6.87
69,Mattéo Guendouzi Marseille,23, M(C),,35(3),3154,1.2,0.4,0.7,-,0.4,0.9,-,-,6.87
70,Jean-Clair Todibo Nice,22, D(C),,35(1),3116,1.6,1.4,0.7,0.6,3.6,0.6,0.6,-,6.87
71,Brendan Chardonnet Brest,27, D(C),,31(1),2687,1.4,1.7,0.8,0.3,4.4,0.3,0.9,-,6.87
72,Steve Mandanda Marseille,37, GK,,9,810,-,0.1,-,-,1.0,0.1,-,-,6.87
73,Anthony Mandréa Angers,25, GK,,10,900,-,-,-,-,1.7,-,-,-,6.87
74,Idrissa Gueye PSG,32, M(C),,18(8),1641,2.3,0.9,1.5,-,0.5,1,0.2,-,6.86
75,Marquinhos PSG,28, D(CR),DMC,32,2862,1.2,0.5,0.2,0.6,3.0,0.5,0.6,-,6.86
76,Youcef Belaïli Brest,30, AM(L),,11(2),832,0.2,0.5,0.9,-,0.2,0.5,0.1,-,6.86
77,Christopher Wooh Lens,20, D(C),,11(3),1051,2.1,1.5,0.6,0.2,2.8,0.5,1,-,6.85
78,Valentin Rongier Marseille,27, D(R),M(C),25(7),2199,2.4,1,1.1,0.1,0.3,1,0.2,-,6.85
79,Predrag Rajkovic Reims,26, GK,,38,3420,0.1,-,-,-,1.2,-,-,-,6.85
80,Renato Sanches Lille,25, M(CR),,20(5),1657,0.8,0.6,1.2,-,0.3,0.7,0.1,-,6.85
81,Azor Matusiwa Reims,24, DMC,,29,2469,2.0,2.1,1.0,-,1.3,1.0,0.7,-,6.84
82,Jonathan Gradit Lens,29, D(CR),,35,3073,1.7,1.9,1.2,0.3,3.0,0.6,0.8,-,6.84
83,Ruben Aguilar Monaco,29, D(R),M(R),22(6),2138,2.8,1.6,1.1,0.1,1.9,0.9,0.1,1,6.84
84,Ander Herrera PSG,33, M(C),,12(7),1093,1.5,0.7,0.7,-,0.4,1.3,0.4,-,6.84
85,Hugo Ekitike Reims,20, FW,,15(9),1275,0.8,0.3,0.8,-,0.5,0.3,0.1,-,6.83
86,Julien Laporte Lorient,28, D(C),,33,2893,1.9,1.6,0.8,0.3,5.2,1.0,0.7,-,6.83
87,Mohamed Bayo Clermont Foot,24, FW,,27(5),2426,0.4,0.2,0.6,-,0.4,0.7,-,-,6.83
88,Ghislain Konan Reims,26, D(L),M(L),28,2422,1.3,1.0,0.6,0.1,1.4,0.5,0.3,-,6.83
89,Sven Botman Lille,22, D(C),,25,2250,1.0,1.0,0.6,0.4,4.5,0.2,0.8,-,6.83
90,Baptiste Santamaría Rennes,27, DMC,,28(6),2520,1.5,0.9,1,-,1.1,0.6,0.4,-,6.83
91,Cengiz Ünder Marseille,25, AM(CLR),,25(7),2209,0.6,0.4,0.3,-,0.3,0.4,0.1,-,6.82
92,Xherdan Shaqiri Lyon,30, M(CLR),,9(2),686,0.6,0.2,0.7,-,0.1,0.7,-,-,6.82
93,Reinildo Lille,28, D(CL),M(L),18,1531,2.4,2.1,1.8,0.2,2.6,1.1,0.2,-,6.81
94,Jean Onana Bordeaux,22, DMC,,23,1846,3,1.6,1.7,-,0.9,2.2,0.2,-,6.81
95,Eiji Kawashima Strasbourg,39, GK,,1,90,-,-,-,-,-,-,-,-,6.81
96,Aleksandr Golovin Monaco,26, M(CLR),,17(10),1505,1.5,0.4,0.8,-,0.3,0.9,-,-,6.81
97,Angelo Fulgini Angers,26, AM(CLR),FW,35(1),2947,1,0.6,1,-,0.1,0.8,0.1,-,6.81
98,Nicolas de Préville Metz,31, AM(CLR),FW,24(3),1982,0.6,0.2,1.7,-,0.4,0.6,0.1,-,6.8
99,Rominigue Kouamé Troyes,25, M(C),,34,2977,1.4,1.4,1.3,-,0.6,1.1,0.1,-,6.8
100,Luan Peres Marseille,28, D(CL),,29(5),2677,1.9,1.3,0.6,0.5,1.5,0.5,0.4,1,6.8
101,Ronaël Pierre-Gabriel Brest,24, D(LR),,29(1),2555,2.6,1.6,0.9,0.2,2.2,1.0,0.2,-,6.8
102,Justin Kluivert Nice,23, AM(LR),,25(3),1883,0.7,0.5,1.4,-,0.2,0.6,-,-,6.79
103,Mario Lemina Nice,28, DMC,,24(8),1972,1.9,1.5,1.1,-,1.2,0.3,0.3,-,6.79
104,Vanderson Monaco,21, D(R),M(R),12(5),1122,2.1,0.8,1.1,0.1,0.6,0.5,0.2,-,6.79
105,Ryad Boudebouz Saint-Etienne,32, M(CLR),FW,27(3),2267,0.9,0.3,0.5,-,0.1,0.6,0.1,-,6.79
106,Steven Fortès Lens,30, D(C),,1,90,2,-,2,-,4.0,1.0,1,-,6.79
107,Kevin Volland Monaco,30, AM(CLR),FW,29(5),2450,0.7,0.1,1.6,-,0.2,0.7,-,1,6.79
108,Ibrahima Sissoko Strasbourg,24, D(C),DMC,26(9),2306,1.3,1,1.7,-,0.7,0.8,0.3,-,6.79
109,Walter Benítez Nice,29, GK,,37,3330,-,-,-,-,0.6,0.1,-,-,6.79
110,Romain Thomas Angers,34, D(C),,29(1),2566,1.6,1.5,1.3,0.4,4.1,0.9,0.7,-,6.78
111,Keylor Navas PSG,35, GK,,21,1858,-,-,-,-,0.6,-,-,-,6.78
112,Sergio Ramos PSG,36, D(CR),,8(4),799,1,0.7,0.9,0.4,2.3,0.6,0.2,-,6.78
113,Laurent Abergel Lorient,29, DMC,,34,2963,3.2,1.6,1.2,-,0.3,2.8,-,-,6.78
114,Sanjin Prcic Strasbourg,28, M(C),,27(5),2197,1.5,1.5,0.8,-,0.5,0.5,0.1,-,6.77
115,Mahdi Camara Saint-Etienne,24, D(CR),DMC,34(1),3074,2.9,1.7,1.3,-,0.9,0.9,0.2,-,6.77
116,Alban Lafont Nantes,23, GK,,38,3420,0.1,-,-,-,1.5,0.1,-,-,6.77
117,Kevin Danso Lens,23, D(C),,32(1),2793,1.2,1.2,1.3,0.4,3.3,0.3,0.8,-,6.77
118,Castello Lukeba Lyon,19, D(C),,24,2097,1.4,1.6,0.8,0.6,2.5,0.3,0.4,-,6.77
119,Fali Candé Metz,24, D(L),M(L),11,975,2.7,0.5,1,-,1.5,1.6,0.2,-,6.77
120,Benoît Badiashile Monaco,21, D(C),,21(3),1837,1.5,1.2,1.0,0.3,2.8,0.4,0.5,-,6.77
121,Maxime Le Marchand Strasbourg,32, D(CL),,9(3),857,1.4,1.2,0.8,0.1,2.4,0.2,0.4,-,6.77
122,Giulian Biancone Troyes,22, D(CLR),M(LR),26(7),2292,2.1,1.6,1.0,0.2,2.0,0.9,0.2,-,6.77
123,Gelson Martins Monaco,27, M(LR),,24(8),1921,1.3,0.5,0.7,-,0.1,1.2,-,-,6.77
124,Nabil Bentaleb Angers,27, M(C),,18,1523,2.3,1.6,1.6,-,0.7,0.7,0.4,-,6.76
125,Presnel Kimpembe PSG,27, D(C),,29(1),2580,1.1,1.3,0.9,0.7,2.4,0.3,0.5,-,6.76
126,Quentin Merlin Nantes,20, D(L),M(L),21(7),1923,1.6,1.0,0.4,0.1,0.8,0.8,0.1,-,6.76
127,Wout Faes Reims,24, D(C),,37,3330,1.1,1.4,0.6,0.3,4.5,0.2,1,-,6.76
128,Yunis Abdelhamid Reims,34, D(C),,34,2984,1.4,2.0,1.1,0.2,2.9,0.5,0.7,-,6.76
129,Dimitri Lienard Strasbourg,34, D(L),M(CL),23(10),2047,2.2,0.6,1.0,0.2,0.6,0.9,-,-,6.76
130,Rafinha PSG,30, M(CLR),,3(2),221,2.8,0.8,0.8,-,-,0.8,-,-,6.75
131,Przemyslaw Frankowski Lens,27, M(CLR),,28(9),2452,1.5,0.8,1,0.1,1.2,1,-,-,6.75
132,Matthieu Udol Metz,26, D(CL),M(L),11(1),1006,1.9,2.6,0.2,-,2.1,0.5,0.6,-,6.75
133,Alexander Djiku Strasbourg,28, D(CR),DMC,30(1),2697,1.6,2.0,1.4,0.2,2.9,0.5,0.4,-,6.74
134,Wahbi Khazri Saint-Etienne,31, M(CLR),FW,26(4),2239,1.1,0.4,0.7,-,0.2,0.8,-,-,6.74
135,Enzo Le Fée Lorient,22, AM(CLR),,25(11),2202,1.9,0.8,0.9,-,0.4,1.4,-,-,6.74
136,Anthony Lopes Lyon,31, GK,,34,2984,-,0.1,-,-,0.5,-,-,-,6.74
137,Jordan Amavi Nice,28, D(L),M(L),4(4),414,2,1.9,0.3,-,0.5,0.9,0.1,-,6.74
138,Caio Henrique Monaco,25, D(L),M(CL),31(3),2670,1.6,0.8,0.6,0.1,1,0.9,0.2,-,6.74
139,Leandro Paredes PSG,28, DMC,,10(5),842,1.5,0.7,0.7,0.1,0.3,0.8,0.4,-,6.73
140,Guillermo Maripán Monaco,28, D(C),,21(5),1828,1.4,1.0,0.8,0.5,2.5,0.8,0.5,-,6.73
141,Saïdou Sow Saint-Etienne,20, D(C),,11(2),992,2.2,1.8,0.7,0.3,2.5,0.4,0.4,-,6.73
142,Armand Laurienté Lorient,23, AM(LR),FW,28(7),2493,0.9,0.4,1.3,-,0.1,0.5,0.1,-,6.73
143,Arbër Zeneli Reims,27, AM(LR),FW,4(5),411,0.1,0.1,0.4,-,-,0.4,-,-,6.73
144,Anthony Caci Strasbourg,25, D(CLR),M(L),26(11),2395,1.8,0.9,0.9,0.1,1.3,0.6,0.1,-,6.73
145,Jonathan David Lille,22, AM(C),FW,32(6),2811,0.6,0.1,0.7,-,0.4,0.6,0.1,-,6.73
146,Zeki Çelik Lille,25, D(R),M(R),30(2),2698,2.0,1.3,1.2,0.1,1.6,0.8,0.3,-,6.73
147,Maxence Caqueret Lyon,22, DMC,,26(5),2335,2.4,1.4,1.4,0.1,0.7,1.6,0.3,-,6.73
148,Tiago Djaló Lille,22, D(CLR),,26(2),2330,2.1,0.9,0.8,0.3,2.3,0.5,0.4,2,6.73
149,Alexis Flips Reims,22, M(CR),,13(12),1062,1.5,1.0,0.7,-,0.6,0.9,-,-,6.73
150,Amine Harit Marseille,25, AM(CLR),FW,12(11),1168,0.8,0.2,0.7,-,-,0.3,-,-,6.73
151,Christophe Hérelle Brest,30, D(CR),,23,1938,2.1,1.9,0.9,0.5,3.5,0.4,0.7,-,6.73
152,Youssouf Fofana Monaco,23, DMC,,23(10),2187,2.1,1.0,1.0,-,0.6,0.8,0.2,-,6.72
153,Jean-Charles Castelletto Nantes,27, D(C),,28,2512,1.6,1.1,1.5,0.4,2.6,0.4,1,-,6.72
154,Wylan Cyprien Nantes,27, M(C),,17(7),1494,1.4,0.4,0.8,-,0.6,0.8,0.3,-,6.72
155,Thomas Mangani Angers,35, M(C),,25(8),2195,1.8,1.1,0.8,0.1,0.8,1.1,0.3,-,6.72
156,Fodé Doucouré Reims,21, Defender,,1(2),153,4.0,1.3,0.3,0.3,1.7,0.7,-,-,6.71
157,Dante Nice,38, D(C),,33(1),2874,1.2,1.4,0.8,0.6,2.7,0.3,0.8,-,6.71
158,Stephy Mavididi Montpellier,24, AM(LR),FW,27(3),2313,0.8,0.3,0.8,-,0.3,0.8,0.1,-,6.71
159,Nicolas Pallois Nantes,34, D(C),,29(1),2450,1.7,1.8,0.6,0.4,3.6,0.8,0.6,-,6.71
160,Thomas Monconduit Lorient,31, DMC,,26(8),2254,1.2,0.6,1.4,-,1.4,1.1,0.3,-,6.71
161,Gerzino Nyamsi Strasbourg,25, D(C),,33(1),2983,1,0.7,1,0.4,2.5,0.2,0.5,-,6.7
162,Jean-Ricner Bellegarde Strasbourg,24, M(CLR),,26(10),2337,1.4,0.8,1,-,0.4,0.7,0.1,-,6.7
163,José Fonte Lille,38, D(C),,38,3420,0.6,1.2,0.6,0.2,4.1,0.4,0.8,-,6.7
164,Axel Disasi Monaco,24, D(C),,30(2),2725,1.3,0.8,1.3,0.4,2.3,0.5,0.9,-,6.7
165,Habib Diallo Strasbourg,27, AM(R),FW,16(15),1537,0.3,0.1,0.5,-,0.3,0.3,0.1,-,6.7
166,Juan Bernat PSG,29, D(L),M(CL),12(3),965,1.6,0.5,0.3,0.3,0.9,0.3,-,-,6.69
167,Arnaud Kalimuendo-Muinga Lens,20, FW,,27(5),2165,0.3,0.3,0.4,-,-,0.2,-,-,6.69
168,Gianluigi Donnarumma PSG,23, GK,,17,1530,-,-,-,-,0.6,-,-,-,6.69
169,Josuha Guilavogui Bordeaux,31, D(C),M(C),15,1332,2.6,2.4,1.5,0.4,1.4,1,0.5,-,6.69
170,Jonathan Bamba Lille,26, AM(CLR),FW,28(3),2442,1,0.7,0.4,-,0.2,0.7,-,-,6.69
171,Kalifa Coulibaly Nantes,31, FW,,9(12),848,0.2,-,0.5,-,0.5,0.2,0.1,-,6.69
172,Pedro Chirivella Nantes,25, DMC,,31,2647,1.6,1.2,0.7,-,0.4,1.5,0.1,-,6.69
173,Jérémy Doku Rennes,20, AM(LR),,4(10),467,0.7,0.2,0.6,-,-,0.2,-,-,6.68
174,Julian Pollersbeck Lyon,28, GK,,4(2),435,-,0.2,-,-,0.2,-,-,-,6.68
175,Lucas Perrin Strasbourg,23, D(C),,29(2),2508,1.4,1.4,1.5,0.3,2,0.6,0.4,-,6.68
176,Pablo Rosario Nice,25, DMC,,31(5),2736,1.6,1.1,1,0.1,1.2,1.2,0.2,-,6.68
177,Malo Gusto Lyon,19, D(R),M(R),21(9),1884,1.8,1.1,0.8,0.3,1,0.5,0.2,1,6.68
178,Mamadou Sakho Montpellier,32, D(C),,29,2578,1.2,1.4,0.3,0.4,4.4,0.3,1.2,-,6.68
179,Lucien Agoumé Brest,20, DMC,,21(6),1869,1.9,1.9,1.1,-,0.9,0.8,0.3,-,6.67
180,Vital N'Simba Clermont Foot,29, D(L),,31(3),2791,1.9,0.9,0.8,0.1,0.8,0.8,0.2,-,6.67
181,Akim Zedadka Clermont Foot,27, D(R),,37(1),3338,1.9,1.5,0.7,0.1,1.1,0.9,0.2,-,6.67
182,Nuno Mendes PSG,20, D(L),M(L),18(9),1654,1.8,0.8,0.7,0.3,0.5,0.8,0.2,-,6.67
183,Jason Denayer Lyon,27, D(CR),DMC,12(3),1001,0.7,1.1,0.5,0.5,3.2,0.1,0.5,-,6.67
184,Vincent Pajot Metz,32, M(C),,27(3),2320,2.9,1.7,1.8,-,1.2,0.9,0.2,-,6.67
185,Rémy Cabella Montpellier,32, M(CLR),FW,3(2),313,3.0,1.0,0.6,-,0.2,2.0,-,-,6.67
186,Tanguy Ndombele Lyon,25, M(C),,7(4),703,2.3,0.3,1.2,-,0.5,0.6,0.3,-,6.67
187,Facundo Medina Lens,23, D(CL),,30(1),2597,2.0,1.2,1.2,0.2,2.4,0.8,0.3,-,6.67
188,Xeka Lille,27, M(C),,19(4),1622,2.0,1.0,1.4,-,1.1,1.3,0.1,-,6.66
189,Yacine Adli Bordeaux,22, M(C),,25(11),2265,1.2,1.0,0.6,-,0.3,1.4,0.1,-,6.66
190,Vital N'Simba Clermont Foot,29, D(L),,31(3),2791,1.9,0.9,0.8,0.1,0.8,0.8,0.2,-,6.67
191,Akim Zedadka Clermont Foot,27, D(R),,37(1),3338,1.9,1.5,0.7,0.1,1.1,0.9,0.2,-,6.67
192,Nuno Mendes PSG,20, D(L),M(L),18(9),1654,1.8,0.8,0.7,0.3,0.5,0.8,0.2,-,6.67
193,Jason Denayer Lyon,27, D(CR),DMC,12(3),1001,0.7,1.1,0.5,0.5,3.2,0.1,0.5,-,6.67
194,Vincent Pajot Metz,32, M(C),,27(3),2320,2.9,1.7,1.8,-,1.2,0.9,0.2,-,6.67
195,Rémy Cabella Montpellier,32, M(CLR),FW,3(2),313,3.0,1.0,0.6,-,0.2,2.0,-,-,6.67
196,Tanguy Ndombele Lyon,25, M(C),,7(4),703,2.3,0.3,1.2,-,0.5,0.6,0.3,-,6.67
197,Facundo Medina Lens,23, D(CL),,30(1),2597,2.0,1.2,1.2,0.2,2.4,0.8,0.3,-,6.67
198,Xeka Lille,27, M(C),,19(4),1622,2.0,1.0,1.4,-,1.1,1.3,0.1,-,6.66
199,Yacine Adli Bordeaux,22, M(C),,25(11),2265,1.2,1.0,0.6,-,0.3,1.4,0.1,-,6.66
200,Danylo Ignatenko Bordeaux,25, M(C),,7(4),689,1.5,0.5,1.5,-,1.5,1.3,0.2,-,6.66
201,Léo Jardim Lille,27, GK,,17,1530,-,0.1,-,-,0.9,-,-,-,6.66
202,Jean-Kévin Duverne Brest,25, D(CLR),,33(4),3007,1.9,1.4,0.9,0.3,2.3,1.3,0.1,1,6.66
203,Habib Maïga Metz,26, DMC,M(R),16(1),1274,2.8,0.8,1.7,0.1,0.9,1.4,0.4,-,6.65
204,Didier Lamkel Zé Metz,25, FW,,8(1),609,0.3,0.1,0.8,-,0.8,0.2,0.1,-,6.65
205,Khéphren Thuram-Ulien Nice,21, DMC,,20(16),1897,0.9,0.8,0.9,-,0.5,0.5,0.3,-,6.65
206,Elbasan Rashani Clermont Foot,29, AM(LR),,22(7),1769,1.4,0.4,1.3,-,0.6,1.3,0.1,-,6.65
207,Kevin Gameiro Strasbourg,35, FW,,28(7),2397,0.5,0.2,0.5,-,-,0.3,-,-,6.65
208,Haris Belkebla Brest,28, DMC,,26(5),2312,1.5,1.5,0.9,-,0.9,0.7,0.2,-,6.64
209,Alberth Elis Bordeaux,26, AM(LR),FW,16(4),1416,1,0.4,1.1,0.1,0.4,0.7,-,-,6.64
210,Johan Gastien Clermont Foot,34, DMC,,32,2752,1.8,1.7,0.9,-,1.5,1.5,0.3,1,6.64
211,Léo Dubois Lyon,27, D(LR),M(R),20(3),1747,1.9,1,0.8,0.2,1.2,0.8,0.1,-,6.63
212,Renaud Ripart Troyes,29, D(R),M(CLR),22(6),1902,1.4,0.7,0.9,0.1,0.6,1.1,-,-,6.63
213,Jason Berthomier Clermont Foot,32, AM(C),,22(7),1744,1,0.3,0.5,-,0.1,0.8,0.1,-,6.63
214,Dan Ndoye Nice,21, Forward,,2(1),204,-,-,1,-,-,0.7,-,-,6.63
215,Marco Bizot Brest,31, GK,,38,3420,0.1,-,-,-,1,0.1,-,-,6.63
216,El Bilal Touré Reims,20, FW,,15(6),1201,0.6,0.3,1,-,0.8,0.2,0.1,-,6.63
217,Jordan Ferri Montpellier,30, M(C),,33(1),2920,1.6,0.9,1.4,-,0.9,1.7,0.1,-,6.62
218,Damien da Silva Lyon,34, D(C),,13(4),1127,0.8,1.3,1.1,0.4,3.1,0.2,0.6,-,6.62
219,Matz Sels Strasbourg,30, GK,,37,3330,-,-,-,-,1.2,-,-,-,6.62
220,Mihailo Ristic Montpellier,26, D(L),M(L),19(10),1808,1.5,0.6,0.9,0.1,1.4,0.6,0.2,-,6.62
221,Loïc Badé Rennes,22, D(C),,11(3),984,0.4,0.9,0.4,0.4,3.3,0.1,0.7,-,6.62
222,Junior Mwanga Bordeaux,19, Defender,,1,90,5.0,-,-,-,1.0,-,-,-,6.62
223,Jonas Martin Rennes,32, M(CL),,24(5),2111,1.2,0.8,1.1,-,0.9,1.2,0.1,-,6.62
224,Mickael Nade Saint-Etienne,23, D(C),,29(1),2568,1.9,2,1.5,0.6,2.6,0.5,0.5,-,6.62
225,Bamba Dieng Marseille,22, AM(L),FW,11(14),976,0.7,0.2,0.6,-,0.3,0.4,-,-,6.61
226,Hicham Boudaoui Nice,22, M(CR),,21(8),1633,1.1,0.6,1,-,0.4,0.8,0.1,-,6.61
