,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
241,Kieran Richardson Fulham,38, D(L),M(CL),28(3),2381,3,0.7,27.5,77.9,0.7,1.6,-,6.78
242,Steven Pienaar Everton,40, M(CL),,19(4),1635,2,1.3,40.1,83.3,0.3,1.4,0.3,6.78
243,Thomas Vermaelen Arsenal,36, D(CL),,7(7),782,1,0.1,24.8,90.8,-,2.9,-,6.77
244,Glenn Whelan Stoke,38, DMC,,28(4),2362,1,0.9,43.9,87.6,0.4,3.5,-,6.77
245,Bryan Ruiz Fulham,37, M(CLR),FW,8(4),774,3,1.3,29.4,80.2,0.9,1.4,0.1,6.77
246,Ryan Bertrand Chelsea,33, D(CL),M(L),1,64,-,-,59.0,96.6,-,-,-,6.77
247,Cabral Sunderland,34, DMC,,1,90,-,-,61.0,86.9,-,4,-,6.77
248,Paul Dummett Newcastle,31, D(CL),,11(7),1138,-,0.6,27.2,76.1,0.9,0.8,-,6.77
249,Stéphane Sessegnon West Brom,38, M(CLR),,23(3),1963,1,1.5,31.5,86.7,0.2,1.3,-,6.77
250,Ashkan Dejagah Fulham,36, M(LR),,13(9),1301,2,1,23.7,80.1,0.8,0.8,-,6.76
251,Leon Britton Swansea,40, M(C),,23(2),2022,1,0.4,60.9,90.3,0.1,2.4,-,6.76
252,Leandro Bacuna Aston Villa,31, D(LR),M(CLR),28(7),2595,1,0.3,28.8,71.3,0.6,1.9,-,6.76
253,Stevan Jovetic Man City,33, AM(CL),FW,2(11),362,1,0.5,17.5,85.5,-,0.9,-,6.75
254,Aaron Hughes Fulham,43, D(CR),,11(2),1064,-,-,31.8,85.7,-,3.4,-,6.75
255,Matthew Briggs Fulham,31, D(L),,0(2),87,-,-,15.0,83.3,-,0.5,-,6.75
256,Hatem Ben Arfa Newcastle,35, M(CR),FW,13(14),1305,3,1.1,19.4,84.4,0.7,0.9,0.1,6.74
257,Tom Cleverley Man Utd,33, M(CLR),,18(4),1581,-,0.5,51.7,89.6,0.1,3.8,-,6.74
258,Pablo Hernández Swansea,37, M(CLR),,17(10),1431,7,1.2,37.2,82.1,0.6,2.2,0.1,6.74
259,Rio Ferdinand Man Utd,44, D(C),,12(2),1128,-,-,41.1,89.1,-,4.6,-,6.74
260,Jores Okore Aston Villa,30, D(C),,2(1),167,-,0.7,30.7,88.0,-,2.3,-,6.74
261,Kevin Nolan West Ham,40, M(C),,33,2694,5,0.9,21.1,79.0,-,0.7,0.1,6.74
262,Antonio Luna Aston Villa,31, D(L),M(L),16(1),1382,-,0.3,25.6,75.9,0.2,1.5,-,6.74
263,Sebastien Bassong Norwich,36, D(C),,27,2378,-,0.4,30.4,83.1,0.1,1.9,-,6.74
264,Elliott Bennett Norwich,33, D(LR),M(CLR),1(1),104,-,0.5,16.0,71.9,1,0.5,-,6.73
265,Aaron Lennon Tottenham,35, M(LR),,26(1),2187,3,1.4,28.5,85.0,0.6,0.4,0.1,6.73
266,John O'Shea Sunderland,41, D(C),,33,2922,-,0.2,38.4,83.9,-,3.2,-,6.73
267,Marc Wilson Stoke,35, D(CL),DMC,30(3),2691,-,0.2,36.4,79.1,0.1,3.4,-,6.72
268,Craig Noone Cardiff,34, M(LR),,13(4),1225,1,0.8,13.5,71.3,1.4,0.9,0.1,6.72
269,Nikica Jelavic Hull,37, FW,,16,1319,-,0.3,22.9,69.5,0.1,0.3,0.1,6.72
270,Younes Kaboul Tottenham,36, D(C),,11(2),943,1,0.5,41.6,72.6,-,2.9,-,6.72
271,Jack Colback Sunderland,33, D(L),M(CL),28(5),2425,2,0.6,29.3,89.4,0.2,1.2,-,6.72
272,Dean Moxey Crystal Palace,36, D(CL),,18(2),1519,1,0.3,22.7,67.8,0.1,1.1,-,6.72
273,Sebastian Larsson Sunderland,37, M(CR),,24(7),2220,3,1.6,33.5,81.4,1.2,2.2,0.1,6.72
274,David Marshall Cardiff,37, GK,,37,3330,-,-,30.7,46.3,-,7.9,-,6.72
275,Liam Ridgewell West Brom,38, D(CL),,33,2871,2,0.5,36.5,73.8,0.3,1.3,-,6.72
276,Hugo Lloris Tottenham,35, GK,,37,3330,-,-,26.0,45.3,-,6.2,-,6.72
277,Jonás Gutiérrez Norwich,39, D(LR),M(CLR),2(2),197,-,0.5,16.3,70.8,0.8,0.3,-,6.72
278,Dimitar Berbatov Fulham,41, AM(C),FW,18,1569,1,1.4,36.6,74.8,0.2,1.4,0.1,6.71
279,Jack Butland Stoke,29, GK,,2(1),225,-,0.3,20.3,73.8,-,9.0,-,6.71
280,Kyle Naughton Tottenham,33, D(CLR),M(R),19(3),1745,-,0.6,46.4,83.1,0.4,1.6,-,6.71
281,Shinji Kagawa Man Utd,33, M(CL),,14(4),1172,3,0.9,39.2,87.0,0.3,2.2,0.2,6.71
282,Wayne Routledge Swansea,37, M(CLR),FW,32(3),2707,4,1.3,32.8,80.6,0.6,1.4,0.1,6.71
283,Nacer Chadli Tottenham,33, M(CLR),FW,15(9),1455,3,1.3,30.9,84.9,0.4,1.8,-,6.7
284,Gary Medel Cardiff,35, D(C),DMC,34,2873,1,0.2,53.6,88.0,-,5.9,-,6.7
285,Alexander Tettey Norwich,36, M(C),,17(4),1488,-,0.7,42.9,87.8,0.1,2.4,-,6.7
286,Martin Olsson Norwich,34, D(L),M(L),33(1),2965,1,0.4,34.1,73.7,0.7,1.3,-,6.69
287,Joe Hart Man City,35, GK,,31,2790,-,-,22.9,47.3,-,6.2,-,6.69
288,Javi García Man City,35, D(C),DMC,14(15),1529,-,0.3,33.9,90.1,-,1.8,-,6.69
289,Artur Boruc Southampton,42, GK,,29,2578,1,0.1,31.3,58.3,-,8.0,-,6.69
290,Mapou Yanga-Mbiwa Newcastle,33, D(CR),,17(6),1499,-,0.1,27.1,82.2,0.1,1.0,-,6.69
291,Pajtim Kasami Fulham,30, M(CLR),,20(9),1806,-,0.6,24.5,77.5,0.4,0.9,0.1,6.69
292,Shane Long West Brom,35, AM(R),FW,11(4),1039,1,0.7,18.9,63.6,-,0.5,-,6.68
293,Nabil Bentaleb Tottenham,27, M(C),,11(4),1069,1,0.5,45.2,87.8,0.1,2.5,-,6.68
294,Simon Mignolet Liverpool,34, GK,,38,3420,-,-,27.6,64.5,-,5.8,-,6.68
295,Steven Reid West Brom,41, D(R),,16,1309,-,0.3,31.8,72.4,0.5,2.8,0.1,6.68
296,Chris Herd Aston Villa,33, D(C),,2,171,-,-,34.5,66.7,-,3.5,-,6.68
297,Giorgos Karagounis Fulham,45, AM(C),,6(8),657,-,0.9,29.1,87.7,0.7,3.8,-,6.67
298,David Stockdale Fulham,37, GK,,19(2),1738,-,-,28.9,53.8,-,8.2,-,6.67
299,Nacho Monreal Arsenal,36, D(CL),M(L),13(10),1179,1,0.5,31.3,88.2,0.3,0.9,-,6.67
