,name,age,position1,position2,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
42,Phil Jones Man Utd,30, D(CR),DMC,26,2174,2.3,2,1.2,0.3,5.8,0.7,0.5,-,7.26
43,Phil Jagielka Everton,40, D(CR),,26,2316,1.7,1.9,0.4,0.8,8.8,0.6,0.4,-,7.26
44,Christian Benteke Aston Villa,31, FW,,24(2),2128,0.3,-,1.8,-,0.7,0.3,0.1,-,7.25
45,Leighton Baines Everton,37, D(L),M(L),32,2840,2.9,1.1,0.8,-,2.5,0.6,0.2,-,7.25
46,Willian Chelsea,34, AM(CLR),,18(7),1680,1.8,0.7,1.0,-,0.3,0.8,-,-,7.25
47,Pablo Zabaleta Man City,37, D(R),DMC,34(1),3079,3.4,2,1.5,0.3,2.5,1.1,0.3,-,7.25
48,Chico Flores Swansea,35, D(C),,30(1),2690,2.5,3,1.3,0.6,6.6,1.0,0.5,1,7.25
49,Gaël Clichy Man City,37, D(L),,18(2),1660,2.9,2,0.4,0.4,3.3,0.9,0.2,-,7.25
50,Sylvain Distin Everton,44, D(C),,33,2926,1.6,1.7,0.3,0.8,8.4,0.5,0.5,-,7.25
51,Adam Lallana Southampton,34, M(CLR),,37(1),3102,1.5,1.0,0.9,-,0.6,1.1,0.1,-,7.24
52,Andy Carroll West Ham,33, FW,,12(3),1093,0.5,0.1,1.9,-,1.5,0.3,0.2,-,7.23
53,Ashley Williams Swansea,38, D(C),,34,3040,1.6,2.4,0.9,0.6,9.2,0.4,1.1,-,7.23
54,Christian Eriksen Tottenham,30, M(CLR),FW,23(2),1984,1,0.8,0.4,-,0.5,0.7,-,-,7.22
55,Marouane Fellaini Man Utd,34, M(C),,12(4),1106,2.8,1.9,2.1,0.1,3.3,1.0,0.2,-,7.21
56,Morgan Schneiderlin Southampton,33, DMC,,31(2),2767,3.4,2.1,1.5,-,1.5,1.2,0.1,-,7.21
57,José Fonte Southampton,38, D(C),,35(1),3181,1.9,2.1,0.9,1.3,8.3,0.6,0.6,-,7.21
58,Peter Crouch Stoke,41, FW,,30(4),2643,0.4,0.5,1.0,-,1.5,0.3,0.1,-,7.21
59,Mark Hudson Cardiff,40, D(C),,2,147,-,2.5,0.5,-,10.5,0.5,1,-,7.21
